"","lambda","GCV","term","estimate","scale"
"25",0.529078760627969,0.000832275606033182,"X68",-0.0538014981856335,0.991986602215912
"26",0.529078760627969,0.000832275606033182,"X71",0.277460807138778,1.03172348059107
"27",0.529078760627969,0.000832275606033182,"X72",0.368562977091939,1.04183735343111
"28",0.529078760627969,0.000832275606033182,"X75",3.84935757179575,1.13331679921461
"29",0.529078760627969,0.000832275606033182,"X81",0.437245307971345,1.13150205722362
"30",0.529078760627969,0.000832275606033182,"X85",0.15752229415414,1.05863088788353
"31",0.529078760627969,0.000832275606033182,"X89",-1.39654769003299,1.17709600352908
"32",0.529078760627969,0.000832275606033182,"X90",0.739606738400549,1.15514563983623
"33",0.529078760627969,0.000832275606033182,"X91",0.855233548436647,1.15911964104738
"34",0.529078760627969,0.000832275606033182,"X92",-0.381984610152641,1.03248668731708
"35",0.529078760627969,0.000832275606033182,"X93",-0.262692128724318,0.923821553206912
"36",0.529078760627969,0.000832275606033182,"X94",-0.570112126735145,0.965663184944649
"37",0.529078760627969,0.000832275606033182,"X95",-0.0860934952436949,0.485590351166778
"38",0.529078760627969,0.000832275606033182,"X96",-1.03898209937805,1.04499087625479
"39",0.529078760627969,0.000832275606033182,"X101",-0.699179072416244,1.05551957819902
"40",0.529078760627969,0.000832275606033182,"X102",-1.16164518999446,1.05229670927868
"41",0.529078760627969,0.000832275606033182,"X104",-1.54603594705516,1.12670086423899
"42",0.529078760627969,0.000832275606033182,"X105",-4.67742224234742,1.13043996124443
"43",0.529078760627969,0.000832275606033182,"X106",0.242415877193609,1.18127073724225
"44",0.529078760627969,0.000832275606033182,"X107",0.0101997308102532,0.927231239057751
"45",0.529078760627969,0.000832275606033182,"X108",-0.0718185871511368,0.628212743657071
"46",0.529078760627969,0.000832275606033182,"X109",0.49914054053403,1.1341834719051
"47",0.529078760627969,0.000832275606033182,"X110",-0.0589414423218232,0.448923154643895
"48",0.529078760627969,0.000832275606033182,"X111",9.07965621452875,1.16800363547328
"49",0.529078760627969,0.000832275606033182,"X112",-0.551179069957738,1.18250848352557
"50",0.529078760627969,0.000832275606033182,"X115",1.04736501932945,1.05327980070836
"51",0.529078760627969,0.000832275606033182,"X116",1.13841106395871,1.05195408426614
"52",0.529078760627969,0.000832275606033182,"X117",0.83199233600956,1.10405200194093
"53",0.529078760627969,0.000832275606033182,"X118",1.57060475404815,1.16695372364793
"54",0.529078760627969,0.000832275606033182,"X119",-1.74078239531719,1.03511076198001
"55",0.529078760627969,0.000832275606033182,"X121",0.044153687413175,0.942794449569787
"56",0.529078760627969,0.000832275606033182,"X122",0.826747551148715,1.0952374763855
"57",0.529078760627969,0.000832275606033182,"X123",-0.0383046321580573,1.09708172763671
"58",0.529078760627969,0.000832275606033182,"X127",3.01804511181572,0.898128895234831
"59",0.529078760627969,0.000832275606033182,"X129",-0.182887645710564,1.15555202398418
"60",0.529078760627969,0.000832275606033182,"X132",0.465021203019627,1.01369091811001
"61",0.529078760627969,0.000832275606033182,"X134",-0.390075821695338,1.08759975355757
"62",0.529078760627969,0.000832275606033182,"X135",-0.402373891082089,0.999659532034999
"63",0.529078760627969,0.000832275606033182,"X137",-2.24130935118577,0.871482618527772
"64",0.529078760627969,0.000832275606033182,"X138",-0.373868897002412,1.06081462698548
"65",0.529078760627969,0.000832275606033182,"X139",-0.389246425932202,1.11410271918576
"66",0.529078760627969,0.000832275606033182,"X142",0.330220588565751,0.651014063907114
"67",0.529078760627969,0.000832275606033182,"X143",-0.0364446377490186,0.903882210303577
"68",0.529078760627969,0.000832275606033182,"X144",-0.0777554400922869,0.940400814789838
"69",0.529078760627969,0.000832275606033182,"X145",-0.0697476779248416,0.810847259474707
"70",0.529078760627969,0.000832275606033182,"X146",-0.217733598501963,0.866516096186025
"71",0.529078760627969,0.000832275606033182,"X147",-1.16503310275311,1.01751715923959
"72",0.529078760627969,0.000832275606033182,"X148",0.870066389876199,1.03899543951656
"73",0.529078760627969,0.000832275606033182,"X149",0.258634933552491,0.881092014622315
"74",0.529078760627969,0.000832275606033182,"X151",-0.12538447851655,1.08875384373891
"75",0.529078760627969,0.000832275606033182,"X152",0.00556511944660066,1.17069494315641
